timestamp,temperature,humidity
2025-11-10 00:50:45,21.0,58.0
2025-11-10 01:00:46,19.8,61.0
2025-11-10 01:10:46,19.4,62.0
2025-11-10 01:20:46,19.4,62.0
2025-11-10 01:30:46,19.4,62.0
2025-11-10 01:40:46,19.4,62.0
2025-11-10 01:50:46,19.0,63.0
2025-11-10 02:00:46,19.0,63.0
2025-11-10 02:10:46,19.0,63.0
2025-11-10 02:20:46,19.0,64.0
2025-11-10 02:30:46,19.0,64.0
2025-11-10 02:40:46,19.0,64.0
2025-11-10 02:50:46,19.0,64.0
2025-11-10 03:00:46,19.0,64.0
2025-11-10 03:10:46,19.0,64.0
2025-11-10 03:20:46,19.0,64.0
2025-11-10 03:30:46,19.0,64.0
2025-11-10 03:40:46,18.6,64.0
2025-11-10 03:50:46,18.7,65.0
2025-11-10 04:00:46,18.6,65.0
2025-11-10 04:10:46,18.6,65.0
2025-11-10 04:20:46,18.6,65.0
2025-11-10 04:30:46,18.6,65.0
2025-11-10 04:40:47,18.6,65.0
2025-11-10 04:50:47,18.6,65.0
2025-11-10 05:00:47,18.6,65.0
2025-11-10 05:10:47,18.6,66.0
2025-11-10 05:20:47,18.6,67.0
2025-11-10 05:30:47,18.6,67.0
2025-11-10 05:40:47,18.6,68.0
2025-11-10 05:50:47,18.6,67.0
2025-11-10 06:00:47,18.6,67.0
2025-11-10 06:10:47,18.6,67.0
2025-11-10 06:20:47,18.6,66.0
2025-11-10 06:30:47,18.6,66.0
2025-11-10 06:40:47,18.6,65.0
2025-11-10 06:50:47,18.6,66.0
2025-11-10 07:00:47,18.6,66.0
2025-11-10 07:10:47,18.6,66.0
2025-11-10 07:20:47,18.6,65.0
2025-11-10 07:30:47,18.6,65.0
2025-11-10 07:40:47,18.6,65.0
2025-11-10 07:50:47,19.0,65.0
2025-11-10 08:00:47,19.0,65.0
2025-11-10 08:10:48,19.0,64.0
2025-11-10 08:20:48,19.0,64.0
2025-11-10 08:30:48,19.0,64.0
2025-11-10 08:40:48,19.4,63.0
2025-11-10 08:50:48,19.4,63.0
2025-11-10 09:00:48,19.4,63.0
2025-11-10 09:10:48,19.4,62.0
2025-11-10 09:20:48,19.4,62.0
2025-11-10 09:30:48,19.4,60.0
2025-11-10 09:40:48,19.4,59.0
2025-11-10 09:50:48,19.4,59.0
2025-11-10 10:00:48,19.4,59.0
2025-11-10 10:10:48,19.4,57.0
2025-11-10 10:20:48,19.4,59.0
2025-11-10 10:30:48,19.4,57.0
2025-11-10 10:40:48,19.4,57.0
2025-11-10 10:50:48,19.8,58.0
2025-11-10 11:00:48,19.8,55.0
2025-11-10 11:10:48,19.8,56.0
2025-11-10 11:20:48,19.8,57.0
2025-11-10 11:30:48,19.8,57.0
2025-11-10 11:40:48,19.8,57.0
2025-11-10 11:50:48,19.8,57.0
2025-11-10 12:00:49,19.8,57.0
2025-11-10 12:10:49,20.2,57.0
2025-11-10 12:20:49,20.6,55.0
2025-11-10 12:30:49,20.6,56.0
2025-11-10 12:40:49,20.6,56.0
2025-11-10 12:50:49,20.6,55.0
2025-11-10 13:00:49,20.6,56.0
2025-11-10 13:10:49,20.6,58.0
2025-11-10 13:20:49,20.6,58.0
2025-11-10 13:30:49,20.6,57.0
2025-11-10 13:40:49,21.0,54.0
2025-11-10 13:50:46,21.4,54.0
2025-11-10 14:00:46,21.4,54.0
2025-11-10 14:10:46,21.4,54.0
2025-11-10 14:20:46,21.4,53.0
2025-11-10 14:30:46,21.4,53.0
2025-11-10 14:40:47,21.2,53.0
2025-11-10 14:50:47,21.4,53.0
2025-11-10 15:00:47,21.4,53.0
2025-11-10 15:10:47,21.0,53.0
2025-11-10 15:20:47,21.0,53.0
2025-11-10 15:30:47,21.0,54.0
2025-11-10 15:40:47,21.0,54.0
2025-11-10 15:50:47,21.0,54.0
2025-11-10 16:00:47,21.4,55.0
2025-11-10 16:10:47,21.4,55.0
2025-11-10 16:20:47,21.4,55.0
2025-11-10 16:30:47,21.4,56.0
2025-11-10 16:40:47,21.8,55.0
2025-11-10 16:50:47,21.4,56.0
2025-11-10 17:00:47,21.4,56.0
2025-11-10 17:10:47,21.4,57.0
2025-11-10 17:20:47,21.4,59.0
2025-11-10 17:30:47,21.4,57.0
2025-11-10 17:40:47,21.4,58.0
2025-11-10 17:50:48,21.4,58.0
2025-11-10 18:00:47,21.0,58.0
2025-11-10 18:10:47,21.0,57.0
2025-11-10 18:20:48,21.0,59.0
2025-11-10 18:30:48,21.0,59.0
2025-11-10 18:40:48,21.0,59.0
2025-11-10 18:50:48,21.0,59.0
2025-11-10 19:00:48,21.0,59.0
2025-11-10 19:10:48,21.0,59.0
2025-11-10 19:20:48,21.0,59.0
2025-11-10 19:30:48,21.0,62.0
2025-11-10 19:40:48,21.0,64.0
2025-11-10 19:50:48,21.0,68.0
2025-11-10 20:00:48,21.0,65.0
2025-11-10 20:10:48,20.6,65.0
2025-11-10 20:20:48,20.6,65.0
2025-11-10 20:30:48,20.6,65.0
2025-11-10 20:40:48,20.6,65.0
2025-11-10 20:50:48,20.6,64.0
2025-11-10 21:00:48,20.2,63.0
2025-11-10 21:10:48,20.2,64.0
2025-11-10 21:20:48,20.6,65.0
2025-11-10 21:30:48,20.6,65.0
2025-11-10 21:40:48,20.2,65.0
2025-11-10 21:50:48,20.2,65.0
2025-11-10 22:00:50,20.2,65.0
2025-11-10 22:10:49,20.2,64.0
2025-11-10 22:20:49,20.2,65.0
2025-11-10 22:30:49,20.2,64.0
2025-11-10 22:40:49,19.8,64.0
2025-11-10 22:50:49,19.8,64.0
2025-11-10 23:00:49,19.8,64.0
2025-11-10 23:10:49,19.8,64.0
2025-11-10 23:20:49,19.8,64.0
2025-11-10 23:30:49,19.8,65.0
2025-11-10 23:40:49,19.8,64.0
2025-11-10 23:50:49,19.8,70.0
2025-11-11 00:00:49,24.8,57.0
2025-11-11 00:10:49,26.1,51.0
2025-11-11 00:20:49,26.7,48.0
2025-11-11 00:30:49,27.1,47.0
2025-11-11 00:40:49,27.1,46.0
2025-11-11 00:50:49,25.8,46.0
2025-11-11 01:00:49,24.1,48.0
2025-11-11 01:10:49,23.4,49.0
2025-11-11 01:20:49,22.2,51.0
2025-11-11 01:30:50,21.4,53.0
2025-11-11 01:40:50,21.0,54.0
2025-11-11 01:50:50,20.6,57.0
2025-11-11 02:00:50,20.5,58.0
2025-11-11 02:10:50,20.2,58.0
2025-11-11 02:20:50,20.2,59.0
2025-11-11 02:30:50,20.2,59.0
2025-11-11 02:40:50,19.8,59.0
2025-11-11 02:50:50,19.8,59.0
2025-11-11 03:00:50,19.8,59.0
2025-11-11 03:10:50,19.8,59.0
2025-11-11 03:20:50,19.8,59.0
2025-11-11 03:30:50,19.5,59.0
2025-11-11 03:40:50,19.8,60.0
2025-11-11 03:50:50,20.2,58.0
2025-11-11 04:00:50,19.8,58.0
2025-11-11 04:10:50,19.8,59.0
2025-11-11 04:20:50,19.8,58.0
2025-11-11 04:30:50,19.4,58.0
2025-11-11 04:40:50,19.4,58.0
2025-11-11 04:50:50,19.4,59.0
2025-11-11 05:00:50,19.4,59.0
2025-11-11 05:10:51,19.0,59.0
2025-11-11 05:20:51,19.0,59.0
2025-11-11 05:30:51,19.0,59.0
2025-11-11 05:40:51,19.0,59.0
2025-11-11 05:50:51,19.0,59.0
2025-11-11 06:00:51,19.0,59.0
2025-11-11 06:10:51,19.0,59.0
2025-11-11 06:20:51,19.0,59.0
2025-11-11 06:30:51,18.8,60.0
2025-11-11 06:40:51,18.6,60.0
2025-11-11 06:50:51,18.6,60.0
2025-11-11 07:00:51,18.6,60.0
2025-11-11 07:10:51,18.6,61.0
2025-11-11 07:20:51,18.6,61.0
2025-11-11 07:30:51,19.0,61.0
2025-11-11 07:40:51,19.0,60.0
2025-11-11 07:50:51,19.0,60.0
2025-11-11 08:00:51,19.0,59.0
2025-11-11 08:10:51,18.2,59.0
2025-11-11 08:20:51,18.2,59.0
2025-11-11 08:30:52,18.2,59.0
2025-11-11 08:40:52,18.2,58.0
2025-11-11 08:50:52,18.6,59.0
2025-11-11 09:00:52,18.6,55.0
2025-11-11 09:10:52,18.6,55.0
2025-11-11 09:20:52,18.6,52.0
2025-11-11 09:30:52,19.0,52.0
2025-11-11 09:40:52,19.0,51.0
2025-11-11 09:50:52,19.0,51.0
2025-11-11 10:00:52,19.0,50.0
2025-11-11 10:10:52,19.0,50.0
2025-11-11 10:20:52,19.4,48.0
2025-11-11 10:30:52,19.4,49.0
2025-11-11 10:40:52,19.4,48.0
2025-11-11 10:50:52,19.4,49.0
2025-11-11 11:00:52,19.4,49.0
2025-11-11 11:10:52,19.4,48.0
2025-11-11 11:20:52,19.4,49.0
2025-11-11 11:30:52,19.4,49.0
2025-11-11 11:40:52,19.4,49.0
2025-11-11 11:50:52,19.4,47.0
2025-11-11 12:00:52,19.8,46.0
2025-11-11 12:10:52,19.8,47.0
2025-11-11 12:20:53,19.8,47.0
2025-11-11 12:30:53,19.8,47.0
2025-11-11 12:40:53,20.2,47.0
2025-11-11 12:50:53,19.8,48.0
2025-11-11 13:00:53,19.8,48.0
2025-11-11 13:10:53,20.2,49.0
2025-11-11 13:20:53,20.2,48.0
2025-11-11 13:30:53,20.2,49.0
2025-11-11 13:40:53,20.2,49.0
2025-11-11 13:50:53,20.2,50.0
2025-11-11 14:00:53,20.2,50.0
2025-11-11 14:10:53,20.2,50.0
2025-11-11 14:20:53,20.4,50.0
2025-11-11 14:30:53,20.2,50.0
2025-11-11 14:40:53,20.6,50.0
2025-11-11 14:50:53,20.6,50.0
2025-11-11 15:00:53,20.6,51.0
2025-11-11 15:10:53,20.6,51.0
2025-11-11 15:20:53,20.6,53.0
2025-11-11 15:30:53,20.6,54.0
2025-11-11 15:40:53,20.6,55.0
2025-11-11 15:50:54,20.6,57.0
2025-11-11 16:00:54,20.6,58.0
2025-11-11 16:10:54,21.0,58.0
2025-11-11 16:20:54,20.6,59.0
2025-11-11 16:30:54,21.0,58.0
2025-11-11 16:40:54,20.6,59.0
2025-11-11 16:50:54,20.6,59.0
2025-11-11 17:00:54,21.0,58.0
2025-11-11 17:10:56,21.0,58.0
2025-11-11 17:20:54,21.0,59.0
2025-11-11 17:30:54,21.0,59.0
2025-11-11 17:40:54,21.0,59.0
2025-11-11 17:50:54,21.0,59.0
2025-11-11 18:00:54,21.0,60.0
2025-11-11 18:10:54,21.0,60.0
2025-11-11 18:20:54,21.0,61.0
2025-11-11 18:30:54,21.0,61.0
2025-11-11 18:40:54,21.0,62.0
2025-11-11 18:50:54,21.0,62.0
2025-11-11 19:00:54,21.0,63.0
2025-11-11 19:10:54,21.0,62.0
2025-11-11 19:20:54,21.0,62.0
2025-11-11 19:30:54,21.0,62.0
2025-11-11 19:40:55,20.6,63.0
2025-11-11 20:00:53,20.6,63.0
2025-11-11 20:10:53,20.6,63.0
2025-11-11 20:20:53,20.2,63.0
2025-11-11 20:30:53,20.2,63.0
2025-11-11 20:40:53,20.2,63.0
2025-11-11 20:50:53,20.2,63.0
2025-11-11 21:00:53,20.2,63.0
2025-11-11 21:10:53,20.2,63.0
2025-11-11 21:20:53,20.2,63.0
2025-11-11 21:30:53,20.6,64.0
2025-11-11 21:40:53,20.2,64.0
2025-11-11 21:50:53,20.2,64.0
2025-11-11 22:00:54,20.2,65.0
2025-11-11 22:10:54,20.2,65.0
2025-11-11 22:20:54,20.6,65.0
2025-11-11 22:30:54,20.2,66.0
2025-11-11 22:40:54,20.2,67.0
2025-11-11 22:50:54,20.2,67.0
2025-11-11 23:00:54,20.2,67.0
2025-11-12 13:07:58,19.0,72.0
2025-11-12 13:17:37,21.4,74.0
2025-11-12 13:27:37,21.0,75.0
2025-11-12 13:37:37,21.4,76.0
2025-11-12 13:47:37,21.4,76.0
2025-11-12 13:57:37,21.4,76.0
2025-11-12 14:07:37,21.4,74.0
2025-11-12 14:17:37,21.4,73.0
2025-11-12 14:27:37,21.4,73.0
2025-11-12 14:37:37,21.4,73.0
2025-11-12 14:47:37,21.4,73.0
2025-11-12 14:57:37,21.4,73.0
2025-11-12 15:07:37,21.4,73.0
2025-11-12 15:17:37,21.4,72.0
2025-11-12 15:27:37,21.4,73.0
2025-11-12 15:37:37,21.8,73.0
2025-11-12 15:47:37,21.8,72.0
2025-11-12 15:57:37,21.8,71.0
2025-11-12 16:07:37,21.8,73.0
2025-11-12 16:17:37,21.8,73.0
2025-11-12 16:27:37,21.8,75.0
2025-11-12 16:37:37,21.8,75.0
2025-11-12 16:47:38,21.8,76.0
2025-11-12 16:57:38,21.8,77.0
2025-11-12 17:07:38,21.8,77.0
2025-11-12 17:17:38,21.8,77.0
2025-11-12 17:27:38,21.8,76.0
2025-11-12 17:37:38,21.4,76.0
2025-11-12 17:47:38,21.7,76.0
2025-11-12 17:57:38,21.8,77.0
2025-11-12 18:07:38,21.4,77.0
2025-11-12 18:17:38,21.4,77.0
2025-11-12 18:27:38,21.5,77.0
2025-11-12 18:37:38,21.5,76.0
2025-11-12 18:47:38,21.4,76.0
2025-11-12 18:57:38,21.4,76.0
2025-11-12 19:07:38,21.4,76.0
2025-11-12 19:17:38,21.4,76.0
2025-11-12 19:27:38,21.4,77.0
2025-11-12 19:37:38,21.4,77.0
2025-11-12 19:47:38,21.4,76.0
2025-11-12 19:57:38,21.4,77.0
2025-11-12 20:07:38,21.4,77.0
2025-11-12 20:17:39,21.4,76.0
2025-11-12 20:27:39,21.4,77.0
2025-11-12 20:37:39,21.4,77.0
2025-11-12 20:47:39,21.4,77.0
2025-11-12 20:57:39,21.4,77.0
2025-11-12 21:07:39,21.4,77.0
2025-11-12 21:17:39,21.4,78.0
2025-11-12 21:27:39,21.4,81.0
2025-11-12 21:37:39,21.4,80.0
2025-11-12 21:47:39,21.4,81.0
2025-11-12 21:57:39,21.4,81.0
2025-11-12 22:07:39,21.4,81.0
2025-11-12 22:17:39,21.4,81.0
2025-11-12 22:27:39,21.4,81.0
2025-11-12 22:37:43,21.4,81.0
2025-11-12 22:47:43,21.4,80.0
2025-11-12 22:57:43,21.4,81.0
2025-11-12 23:07:43,21.4,81.0
2025-11-12 23:17:43,21.4,81.0
2025-11-12 23:27:43,21.4,81.0
2025-11-12 23:37:43,21.4,81.0
2025-11-12 23:47:43,21.8,80.0
2025-11-12 23:57:43,21.4,80.0
2025-11-13 00:07:43,21.4,81.0
2025-11-13 00:17:43,21.4,81.0
2025-11-13 00:27:43,21.4,81.0
2025-11-13 00:37:43,21.4,81.0
2025-11-13 00:47:43,21.4,81.0
2025-11-13 00:57:43,21.4,81.0
2025-11-13 01:07:43,21.4,81.0
2025-11-13 01:17:43,21.4,81.0
2025-11-13 01:27:43,21.4,81.0
2025-11-13 01:37:44,21.0,81.0
2025-11-13 01:47:44,21.0,82.0
2025-11-13 01:57:44,21.0,82.0
2025-11-13 02:07:44,21.0,83.0
2025-11-13 02:17:44,21.0,83.0
2025-11-13 02:27:44,21.0,83.0
2025-11-13 02:37:44,21.0,84.0
2025-11-13 02:47:44,21.0,83.0
2025-11-13 02:57:44,21.0,83.0
2025-11-13 03:07:44,21.0,84.0
2025-11-13 03:17:44,21.0,84.0
2025-11-13 03:27:44,21.0,84.0
2025-11-13 03:37:44,21.0,84.0
2025-11-13 03:47:44,21.0,83.0
2025-11-13 03:57:44,21.0,83.0
2025-11-13 04:07:44,21.0,84.0
2025-11-13 04:17:44,21.0,84.0
2025-11-13 04:27:44,21.0,84.0
2025-11-13 04:37:44,21.0,85.0
2025-11-13 04:47:44,21.0,85.0
2025-11-13 04:57:44,21.0,85.0
2025-11-13 05:07:45,21.0,85.0
2025-11-13 05:17:45,21.0,84.0
2025-11-13 05:27:45,21.0,84.0
2025-11-13 05:37:45,21.0,85.0
2025-11-13 05:47:45,20.6,86.0
2025-11-13 05:57:45,21.0,85.0
2025-11-13 06:07:45,21.0,85.0
2025-11-13 06:17:45,21.0,85.0
2025-11-13 06:27:45,21.0,85.0
2025-11-13 06:37:45,20.6,87.0
2025-11-13 06:47:45,20.6,88.0
2025-11-13 06:57:45,21.0,87.0
2025-11-13 07:07:45,21.0,86.0
2025-11-13 07:17:45,21.0,86.0
2025-11-13 07:27:45,21.0,86.0
2025-11-13 07:37:45,21.0,86.0
2025-11-13 07:47:45,21.0,87.0
2025-11-13 07:57:46,21.0,87.0
2025-11-13 08:07:45,21.1,85.0
2025-11-13 08:17:46,21.0,86.0
2025-11-13 08:27:46,21.1,86.0
2025-11-13 08:37:46,21.4,86.0
2025-11-13 08:47:46,21.4,86.0
2025-11-13 08:57:46,21.0,85.0
2025-11-13 09:07:46,21.4,85.0
2025-11-13 09:17:46,21.1,85.0
2025-11-13 09:27:46,21.4,85.0
2025-11-13 09:37:46,21.4,85.0
2025-11-13 09:47:46,21.4,85.0
2025-11-13 09:57:46,21.4,84.0
2025-11-13 10:07:46,21.4,85.0
2025-11-13 10:17:46,21.4,85.0
2025-11-13 10:27:46,21.4,84.0
2025-11-13 10:37:46,21.4,84.0
2025-11-13 10:47:46,21.4,85.0
2025-11-13 10:57:46,21.4,85.0
2025-11-13 11:07:46,21.4,85.0
2025-11-13 11:17:46,21.4,84.0
2025-11-13 11:27:46,21.4,85.0
2025-11-13 11:37:46,21.4,84.0
2025-11-13 11:47:46,21.4,83.0
2025-11-13 11:57:46,21.4,84.0
2025-11-13 12:07:47,21.8,84.0
2025-11-13 12:17:47,21.8,82.0
